record_id,title,document_type,technology_domain,incident_type,severity,region,affected_system,root_cause,resolution_status,document_owner,last_updated,description,resolution_steps,lessons_learned,tags
INC-0119,"Degradation on OTN Shelf OTN-68 (DWDM, Southern)",Incident Closure,DWDM,Degradation,S3,Southern,OTN Shelf OTN-68,Capacity Saturation,Resolved,Optical Transport Team,2025-05-09,A DWDM degradation was observed on OTN Shelf OTN-68 in the Southern region. Operations reported throughput degradation with rising error counters. Key indicators included ROADM port behaviour and amplifier gain anomalies. The condition persisted across two polling cycles before triage began.,"Shed non-critical load, re-balance traffic, and submit a capacity expansion request through change.",Record vendor case number in the closure form so future searches resolve faster.,dwdm|degradation|capacity
INC-0120,"Alarm on S-GW S-63 (Core Network, Northern)",Incident Closure,Core Network,Alarm,S3,Northern,S-GW S-63,Power Issue,Resolved,Core Mobility Team,2024-09-21,A Core Network alarm was observed on S-GW S-63 in the Northern region. Operations reported persistent critical alarm with no traffic impact yet reported. Key indicators included diameter session behaviour and bearer setup anomalies. The condition persisted across two polling cycles before triage began.,"Confirm rectifier health, restore AC mains via genset if required, and verify battery autonomy before clearing.",Validate configuration changes in a test profile before production deployment.,core network|alarm|power
INC-0121,"Configuration Issue on MW Radio MR-41 (Microwave, Northern)",Incident Closure,Microwave,Configuration Issue,S3,Northern,MW Radio MR-41,Link Failure,Workaround,Microwave Team,2024-02-27,A Microwave configuration issue was observed on MW Radio MR-41 in the Northern region. Operations reported post-change misbehaviour with operators reporting unexpected state. Key indicators included ACM behaviour and RSL anomalies. The condition persisted across two polling cycles before triage began.,"Bring the protection path into service, dispatch field team to inspect fibre/RF, and validate end-to-end after splice/realignment.",Tighten the stale-record review threshold for this technology domain.,microwave|configuration-issue|link
INC-0122,"Connectivity Loss on DWDM Node D-40 (DWDM, Eastern)",Incident Closure,DWDM,Connectivity Loss,S2,Eastern,DWDM Node D-40,Hardware Failure,Resolved,Optical Transport Team,2026-05-09,A DWDM connectivity loss was observed on DWDM Node D-40 in the Eastern region. Operations reported loss of reachability between segments while interfaces remain up. Key indicators included wavelength behaviour and OSNR anomalies. The condition persisted across two polling cycles before triage began.,"Swap the faulty card, verify inventory, run vendor diagnostic, and confirm clean state for 15 minutes.",Tighten the stale-record review threshold for this technology domain.,dwdm|connectivity-loss|hardware
INC-0123,"Degradation on Fault Manager FM-61 (NMS/OSS, Northern)",Incident Closure,NMS/OSS,Degradation,S3,Northern,Fault Manager FM-61,Hardware Failure,Resolved,NMS Engineering Team,2026-12-06,A NMS/OSS degradation was observed on Fault Manager FM-61 in the Northern region. Operations reported throughput degradation with rising error counters. Key indicators included inventory sync behaviour and trap forwarding anomalies. The condition persisted across two polling cycles before triage began.,"Swap the faulty card, verify inventory, run vendor diagnostic, and confirm clean state for 15 minutes.",Record vendor case number in the closure form so future searches resolve faster.,nms-oss|degradation|hardware
INC-0124,"Performance Issue on Controller C-15 (SCADA, Central)",Incident Closure,SCADA,Performance Issue,S3,Central,Controller C-15,Hardware Failure,Workaround,SCADA Operations Team,2025-10-23,A SCADA performance issue was observed on Controller C-15 in the Central region. Operations reported latency spikes and increasing queue depth under steady load. Key indicators included control loop behaviour and DNP3 frame anomalies. The condition persisted across two polling cycles before triage began.,"Swap the faulty card, verify inventory, run vendor diagnostic, and confirm clean state for 15 minutes.",Tighten the stale-record review threshold for this technology domain.,scada|performance-issue|hardware
INC-0125,"Polling Failure on S-GW S-57 (Core Network, Western)",Incident Closure,Core Network,Polling Failure,S3,Western,S-GW S-57,Firmware Issue,Under Review,Core Mobility Team,2026-02-27,A Core Network polling failure was observed on S-GW S-57 in the Western region. Operations reported intermittent telemetry loss and repeated timeout alarms in the NMS. Key indicators included attach procedure behaviour and bearer setup anomalies. The condition persisted across two polling cycles before triage began.,"Downgrade to the last known-good firmware, freeze further upgrades, and validate counters before reattempting.",Record vendor case number in the closure form so future searches resolve faster.,core network|polling-failure|firmware
INC-0126,"Configuration Issue on eNodeB E-99 (Access Network, Southern)",Incident Closure,Access Network,Configuration Issue,S1,Southern,eNodeB E-99,Human Error,Resolved,Access Engineering Team,2025-12-27,A Access Network configuration issue was observed on eNodeB E-99 in the Southern region. Operations reported post-change misbehaviour with operators reporting unexpected state. Key indicators included UE attach behaviour and uplink throughput anomalies. The condition persisted across two polling cycles before triage began.,"Reverse the operator action, retrain on the standard operating procedure, and add a procedural guard rail.",Tighten the stale-record review threshold for this technology domain.,access network|configuration-issue|human
INC-0127,"Connectivity Loss on MW Radio MR-99 (Microwave, Northern)",Incident Closure,Microwave,Connectivity Loss,S3,Northern,MW Radio MR-99,Firmware Issue,Resolved,Microwave Team,2026-06-10,A Microwave connectivity loss was observed on MW Radio MR-99 in the Northern region. Operations reported loss of reachability between segments while interfaces remain up. Key indicators included ATPC behaviour and antenna alignment anomalies. The condition persisted across two polling cycles before triage began.,"Downgrade to the last known-good firmware, freeze further upgrades, and validate counters before reattempting.",Validate configuration changes in a test profile before production deployment.,microwave|connectivity-loss|firmware
INC-0128,"Degradation on eNodeB E-46 (Access Network, Western)",Incident Closure,Access Network,Degradation,S3,Western,eNodeB E-46,Vendor Bug,Resolved,Access Engineering Team,2026-03-09,A Access Network degradation was observed on eNodeB E-46 in the Western region. Operations reported throughput degradation with rising error counters. Key indicators included PRACH behaviour and uplink throughput anomalies. The condition persisted across two polling cycles before triage began.,"Apply the vendor-supplied workaround, raise a TAC case, and schedule the patched release in the next change window.",Record vendor case number in the closure form so future searches resolve faster.,access network|degradation|vendor
INC-0129,"Outage on Core Router CR-84 (IP/MPLS, Eastern)",Incident Closure,IP/MPLS,Outage,S2,Eastern,Core Router CR-84,Configuration Error,Resolved,IP Backbone Team,2024-07-06,A IP/MPLS outage was observed on Core Router CR-84 in the Eastern region. Operations reported complete service loss with all monitored interfaces unreachable. Key indicators included routing convergence behaviour and BFD anomalies. The condition persisted across two polling cycles before triage began.,"Roll back the most recent change, re-validate the parameter set in the lab profile, then re-apply with peer review.",Update the diagnostic playbook with the first-action step used here.,ip-mpls|outage|configuration
INC-0130,"Configuration Issue on Rectifier P-5 (Power Systems, Eastern)",Incident Closure,Power Systems,Configuration Issue,S2,Eastern,Rectifier P-5,Vendor Bug,Resolved,Power Infrastructure Team,2024-10-03,A Power Systems configuration issue was observed on Rectifier P-5 in the Eastern region. Operations reported post-change misbehaviour with operators reporting unexpected state. Key indicators included alarm contact behaviour and DC bus anomalies. The condition persisted across two polling cycles before triage began.,"Apply the vendor-supplied workaround, raise a TAC case, and schedule the patched release in the next change window.",Add a pre-change checklist item for this parameter family.,power systems|configuration-issue|vendor
INC-0131,"Alarm on UPS U-3 (Power Systems, Western)",Incident Closure,Power Systems,Alarm,S2,Western,UPS U-3,Capacity Saturation,Resolved,Power Infrastructure Team,2026-03-21,A Power Systems alarm was observed on UPS U-3 in the Western region. Operations reported persistent critical alarm with no traffic impact yet reported. Key indicators included DC bus behaviour and alarm contact anomalies. The condition persisted across two polling cycles before triage began.,"Shed non-critical load, re-balance traffic, and submit a capacity expansion request through change.",Validate configuration changes in a test profile before production deployment.,power systems|alarm|capacity
